Is Spam,"In your own words, what is PrEP?","In your own words, what is PEP?",How would you best describe U=U to someone else? (Even if you are uncertain)
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,Pre Exposure to infection or disease,Post Exposure to diseases or infection.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Ending HIV stigma
1,,,
1,,,
1,,,"To help others grasp U=U easily, I combine its definition with real health outcomes and daily living"
1,,,
1,,,U=U means those with suppressed HIV don't transmit it to others.
1,,,Undetectable viral load = the amount ofIf HIV in the blood is extremely low because of treatment
1,,,That it is all about HIV
1,Pre-exposure prophylaxis,Post exposure prophylaxis,
1,,,
1,,,
1,,,
1,You take it before you’re ever exposed.,You must start it within 72 hours of exposure.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It’s a global public health message promoting treatment as prevention.
1,,,U=U means treatment can make HIV untransmittable sexually.
1,,,
1,It's designed for HIV negative people so it can prevent them from having HIV in the future.,It is an emergency medication taken after a potential HIV exposure to prevent infection.,
1,,,
1,,,Its the process in which an undetectable HIV virus load is not transmittable
1,,,
1,,,
1,it’s medicine taken to help prevent HIV before exposure.,medicine taken after a possible HIV exposure to help prevent infection,
1,,,
1,,,
1,,,U=U means HIV can’t be sexually transmitted when treatment keeps the virus undetectable.
1,,,
1,,,
1,,,It helps replace myths about HIV with real medical facts.
1,,,
1,,,
1,PEP means Post-Exposure Prophylaxis.,PEP means Post-Exposure Prophylaxis.,
1,,,
1,,,
1,,,
1,,,It’s a way of saying that the medicine is working so well that transmission isn't a risk anymore.
1,,,
1,,,"If someone with HIV is on treatment and the virus is undetectable, they can’t pass it on through sex"
1,,,Undectectable = Untransmittable
1,,,
1,,,If a person living with HIV takes their medication regularly and the virus becomes undetectable in t
1,,,
1,,,"From what I understand, U=U stands for Undetectable equals Untransmittable. That means if my HIV tre"
1,,,
1,,,
0,,,"""To me, U=U means that if my viral load is undetectable, I can’t pass HIV to my partners. It’s scien"
1,,,
1,,,U=U demonstrates how consistent medication can completely change the narrative around HIV and relati
1,,,
1,,,
1,,,
1,,,
1,,,I don't really know about it
1,,,
1,It’s about 99% effective when taken as prescribed.,"The sooner you start, the better it works.",
1,,,
1,,,
1,,,"To describe U=U clearly, I would share that it represents a major advance in HIV healthcare, confirm"
1,,,It means HIV can't be transmitted through sex when undetectable.
1,,,
1,,,
1,,,
1,PrEP is a prevention method where you use medicine to avoid getting HIV,PEP is a short course of medicine used after exposure to lower HIV risk.,
1,,,
1,an HIV medication,prevention for HIV exposure,
1,,,People with HIV on treatment who have an undetectable viral load cannot transmit HIV through sex.
1,,,Me to me
1,,,
1,,,
1,Medicine used to prevent exposure to HIV,Prevention of HIV,
1,,,
1,,,Large-scale studies like PARTNER 1 & 2 have confirmed zero cases of HIV transmission from undetectab
1,,,
1,,,
,Helps prevent getting HIV,Prevention from HIV,
1,,,
1,PrEP is a pill that people at high risk of HIV take to prevent getting infected.,,
1,,,
1,,,
1,,,I say U=U is the most important HIV prevention breakthrough in decades. It means if I’m undetectable
1,,,I see U=U as a very important concept because it helps reduce fear and stigma around HIV by showing
1,,,I understand U=U as meaning that when someone with HIV is on proper treatment and has an undetectabl
1,It’s for people who are currently HIV-negative.,"Ideally, you should start it within the first few hours.",
1,,,
1,"PrEP stands for pre-exposure prophylaxis. In simple terms, it’s a way to prevent HIV before you’re e","In simple terms, PEP is an emergency treatment you take after a possible exposure to HIV (like unpro",
1,,,I have my heard about it
1,,,The principle has significantly reduced HIV-related stigma and improved mental health and quality of
1,,,"When sharing the meaning of U=U, I focus on both its medical value and positive social impact for mo"
1,,,
1,,,something undetectable and untransmittable
1,PrEP is medicine that people who don’t have HIV can take to protect themselves from getting it.,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,Taking PrEP prepares the body against HIV,PEP helps block infection after contact.,
1,,,U=U tells us that HIV is no longer something that inevitably spreads between partners when properly
1,,,
1,PrEP(Pre-Exposure Prophylaxis). It’s a medication taken by HIV-negative people to prevent HIV,PEP is a medication taken after a possible exposure to HIV to reduce the chance of infection,
1,PrEP(Pre-Exposure Prophylaxis). It’s a medication taken by HIV-negative people to prevent HIV,PEP is a medication taken after a possible exposure to HIV to reduce the chance of infection,
1,PrEP(Pre-Exposure Prophylaxis). It’s a medication taken by HIV-negative people to prevent HIV,PEP is a medication taken after a possible exposure to HIV to reduce the chance of infection,
1,PrEP(Pre-Exposure Prophylaxis). It’s a medication taken by HIV-negative people to prevent HIV,PEP is a medication taken after a possible exposure to HIV to reduce the chance of infection,
1,prEP is a medication that HIV-negative people take to reduce their risk of getting HIV,PEP is a short term medication taken after a possible exposure to HIV,
1,prEP is a medication that HIV-negative people take to reduce their risk of getting HIV,PEP is a short term medication taken after a possible exposure to HIV,
1,,,
1,,,I don’t know much but it is related to HIV
1,,,I believe it has something to do with HIV treatment but I’m not entirely sure of the details
1,,,It means no detectable HIV in the blood so there is no risk of sexual transmission
1,,,I believe it has something to do with HIV
1,,,
1,,,I’m not sure but I think it relates to HIV treatment
1,,,No idea
1,,,
1,,,No idea
1,,,
1,,,
1,,,
1,,,
1,,,
1,HIV prevention medication,,
1,,,"U=U is an empowering idea for people living with HIV because it shows that with proper care, they ca"
1,It’s a pill people take regularly to lower their chances of getting HIV,It’s a treatment you start soon after exposure to reduce your risk of getting HIV,
1,,,
1,,,
1,,,It’s great and amazing
1,,,
1,,,It mean that the hiv won’t be noticeable or transmitted.
1,PrEP is a pill that prevents HIV infection.,PEP is a treatment started immediately after a possible exposure to HIV.,
1,,,
1,,,It means I won’t be able to spread it
1,It’s a daily pill that HIV negative people take before any potential exposure to HIV,"Drug you take after you’ve already been potentially exposed to HIV, to stop it from infecting you",
1,,,
1,,,
1,,,
1,,,
1,,,It’s great
1,,,
1,,,
1,,,
1,,,
1,,Emergency medicine,
1,A pill to prevent HIV,Emergency medicine for HIV,
1,,,
1,,,
1,,,Non transmittable and detectable infection
1,,,
1,,Emergency medicine for prevention against HIV,
1,,,
1,It’s a medication people can take to lower their risk of getting HIV.,PEP is emergency medicine taken after possible exposure to HIV to help prevent infection.,
1,,,
1,,,
1,,,
1,,,
1,,,I would say it's a medication used for HIV patient
1,,,
1,,,
1,,,
1,,,It talks about the fact that if your HIV is not detectable by test or something then you cannot tran
1,,,"If someone with HIV takes meds and their virus level is undetectable, they can't pass HIV to partner"
1,,,"It’s the idea that if HIV is suppressed to undetectable levels, it can’t be spread sexually."
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I think the best explanation of U=U to someone else is that treatment can make HIV untransmittable d
1,,,
1,,,
1,,,
1,,,it means i can't transmit HIV through sex if my viral load level is low
1,,,I can’t transmit HIV because my viral load is low
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means I can’t transmit HIV through sex if my viral load level is low
1,,,
1,,,It means I can't transmit HIV through sex if my viral load level is low.
1,,,What I know isn’t that I can’t transmit the virus when I am undetectable
1,,,
1,,,
1,HIV prevention medication used to reduce infection risk,,
1,,,It means I can’t transmit HIV if my viral loads are very low
1,,,"It means when my viral load is undetectable, I can’t transmit HIV"
1,,,U=U means treatment can make HIV untransmittable through sex.
1,,,
1,It is used to prevent HIV,No idea,
1,,,"U=U (Undetectable = Untransmittable) is a scientifically proven fact that a person living with HIV,"
1,,,
1,,,U=U (Undetectable = Untransmittable) means that people living with HIV who take their medication dai
1,,,
1,,,
1,,,
1,stop hiv,stop std,
0,HIV Prevention,,
1,,,
1,,,
1,,,"If I’m undetectable the chances of me giving it to, you are very, very low."
1,Prep is a hiv preventative that restricts the virus from latching onto your cells.,Pep is medication for those living with hiv to help reduce the virus count.,
1,,,I would just tell them the truth
1,,,
1,Pre exposed for STD,Not really sure,
1,,,
1,,,
1,,,If you are undetectable for 6 months and taking your prescribed HIV drugs you are not able to pass a
1,HIV prevention,,
1,,,
1,,,
1,,,
1,A medicine that prevents HIV. It can be oral or injectable.,,
1,,,You can’t pass HIV due to medication
1,,,
1,,,"To me, U=U stands as one of the most important breakthroughs in modern sexual health and HIV care re"
1,,,The U=U message is crucial in educating people about how HIV treatment works to prevent transmission
1,,,
1,,,
1,,,
1,,,It means treatment for preventing spread of HIV through sex.
1,,,
1,,,"U=U stands for ""Undetectable = Untransmittable."" It is a scientifically proven fact that people livi"
1,,,
1,It helps to reduce the risk of contacting HIV,Not applicable to me,
1,,,
1,,,
1,,,
1,,,"Someone who is living with HIV, but on medication and it's not transferable"
1,,,"Someone with HIV, on medication but not transmittable"
1,,,"Someone with HIV, on medication but not transmittable"
1,,,"When someone with HIV is on treatment and their viral load is undetectable, they can’t transmit HIV"
1,,,
1,,,
1,,,Someone with HIV but can't transfer it through sex because he/she is on medication
1,,,It means someone with HIV but in medication and can transfer it to another via sex
